ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2026-01-01T15:33:51Z,ios,1184,LT,78.56.209.202,Cannibal,Kesha,Cannibal (Expanded Edition),spotify:track:3JTMWdhcJPiegDSe7SvZS3,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281629,False
2026-01-01T15:34:46Z,ios,52059,LT,78.56.209.202,Shut Me Up,Mindless Self Indulgence,You'll Rebel to Anything (Expanded and Remastered 2008),spotify:track:3oZUlZMXkj51AyYG8lGaE7,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281631,False
2026-01-01T15:34:50Z,ios,3971,LT,78.56.209.202,Tell Me,Wonder Girls,The Wonder Years,spotify:track:2UuKZDzjZ7cVMOvpmuAMYj,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281686,False
2026-01-01T15:34:51Z,ios,1068,LT,78.56.209.202,MONTAGEM GRITOS TALENTOS (RKT VERSION) - SLOWED,prodbydxm,MONTAGEM GRITOS TALENTOS (RKT VERSION),spotify:track:5QEIT2UXIYtLsOJDMTiqdy,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281690,False
2026-01-01T15:34:52Z,ios,906,LT,78.56.209.202,Back To Me,The Marías,Back To Me,spotify:track:4E0P1xs3JNmsNr5c5nFTZJ,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281691,False
2026-01-01T15:34:53Z,ios,1509,LT,78.56.209.202,I Want Things to Be Beautiful,Devi McCallion,I Want Things to Be Beautiful,spotify:track:2o4kFMrOGhXwdpKd2ZUaKs,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281692,False
2026-01-01T15:35:08Z,ios,14280,LT,78.56.209.202,Like a Tattoo,Sade,Love Deluxe,spotify:track:4PEGwWH4tL6H7dGl4uVSPg,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281693,False
2026-01-01T15:35:09Z,ios,1161,LT,78.56.209.202,Cell Block Tango,Catherine Zeta-Jones,Music From The Miramax Motion Picture Chicago,spotify:track:6ig2r8kFzCLLRbF6t7cli3,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281708,False
2026-01-01T15:35:10Z,ios,1022,LT,78.56.209.202,This Fire,Franz Ferdinand,Franz Ferdinand,spotify:track:3Obu3jvFSfgLF3pSbi64Vj,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281709,False
2026-01-01T15:35:12Z,ios,1254,LT,78.56.209.202,Goth King,The Baxbys,Goth King,spotify:track:72UfM8PfamDuXFdiALH9dZ,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281710,False
2026-01-01T15:35:13Z,ios,1347,LT,78.56.209.202,Honey Baby,Henry Morris,"Late Bloomer, Early Death",spotify:track:1quXL570qcPiZDX2X3fYFr,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281712,False
2026-01-01T15:39:48Z,ios,275017,LT,78.56.209.202,The Happy Dictator (feat. Sparks),Gorillaz,The Happy Dictator (feat. Sparks),spotify:track:50BLjPGDh9DjVp4qwwyG6d,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281713,False
2026-01-01T15:39:50Z,ios,2136,LT,78.56.209.202,The Great Gig in the Sky,Pink Floyd,The Dark Side of the Moon,spotify:track:2TjdnqlpwOjhijHCwHCP2d,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281988,False
2026-01-01T15:39:51Z,ios,766,LT,78.56.209.202,The Afternoon's Hat,Arctic Monkeys,My Propeller,spotify:track:03LfyhvgGn2IHBFKRK4atG,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281990,False
2026-01-01T15:39:53Z,ios,882,LT,78.56.209.202,Pretty Girls Make Graves - 2011 Remaster,The Smiths,The Smiths,spotify:track:3wUMcPzXcmaeW8QxTdyXQO,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281991,False
2026-01-01T15:39:54Z,ios,766,LT,78.56.209.202,No Other Heart,Mac DeMarco,Another One,spotify:track:2aaCNg42RA74s0EmHTBqS7,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281993,False
2026-01-01T15:39:55Z,ios,929,LT,78.56.209.202,365,Charli xcx,BRAT,spotify:track:5h68SoVFGleijCtjEja3xG,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281994,False
2026-01-01T15:39:56Z,ios,789,LT,78.56.209.202,Nobody's Business,Rihanna,Unapologetic,spotify:track:6EAxaAk1eZx0aqqH4ff4rP,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281995,False
2026-01-01T15:39:57Z,ios,882,LT,78.56.209.202,White Mustang,Lana Del Rey,Lust For Life,spotify:track:6eygbzyL6hY8jFQTARDuo9,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281996,False
2026-01-01T15:39:59Z,ios,1300,LT,78.56.209.202,Champagne Coast,Blood Orange,Coastal Grooves,spotify:track:0AIpGG5dxEgnAymhdJRSZ0,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281997,False
2026-01-01T15:40:00Z,ios,1022,LT,78.56.209.202,Save Your Tears,The Weeknd,After Hours,spotify:track:5QO79kh1waicV47BqGRL3g,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767281999,False
2026-01-01T15:40:01Z,ios,952,LT,78.56.209.202,I'm Still Standing,Elton John,Too Low For Zero,spotify:track:1jDJFeK9x3OZboIAHsY9k2,,,,,,,,fwdbtn,fwdbtn,True,True,False,1767282000,False
2026-01-31T13:56:00Z,ios,60,LT,2a00:f502:150:5961:2c65:5a64:c579:32d,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,Funk Wav Bounces Vol.1,spotify:track:5bcTCxgc7xVfSaMV3RuVke,,,,,,,,unknown,endplay,False,True,False,1769867760,False
2026-01-31T13:59:30Z,ios,42027,LT,2a00:f502:150:5961:2c65:5a64:c579:32d,NUEVAYoL,Bad Bunny,DeBÍ TiRAR MáS FOToS,spotify:track:5TFD2bmFKGhoCRbX61nXY5,,,,,,,,clickrow,endplay,True,True,False,1769867764,False
2026-01-31T14:00:00Z,ios,6442,LT,2a00:f502:150:5961:2c65:5a64:c579:32d,MIA,Bad Bunny,X 100PRE,spotify:track:3gE4eQH3K83Sght0ZLvuBK,,,,,,,,clickrow,logout,True,False,False,1769867970,False
2026-01-31T15:19:54Z,ios,1950,LT,78.56.209.202,MIA,Bad Bunny,X 100PRE,spotify:track:3gE4eQH3K83Sght0ZLvuBK,,,,,,,,appload,endplay,True,True,False,1769868405,False
2026-01-31T15:23:03Z,ios,181827,LT,78.56.209.202,Move Your Feet,Junior Senior,D-D-Don't Don't Stop The Beat,spotify:track:4DX82Vc8qAH4jJPvKxvwg6,,,,,,,,playbtn,trackdone,True,False,False,1769872794,False
2026-01-31T15:23:24Z,ios,22749,LT,78.56.209.202,You Get What You Give,New Radicals,Maybe You've Been Brainwashed Too,spotify:track:1Cwsd5xI8CajJz795oy4XF,,,,,,,,trackdone,fwdbtn,True,True,False,1769872980,False
2026-01-31T15:23:26Z,ios,1834,LT,78.56.209.202,Ordinary World,Duran Duran,Duran Duran,spotify:track:0wokCRaKD0zPNhMRXAgVsr,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769873004,False
2026-01-31T15:31:36Z,ios,246467,LT,78.56.209.202,The Sweet Escape,Gwen Stefani,The Sweet Escape,spotify:track:07K4GcCDSTiXUF5ssyTRUM,,,,,,,,fwdbtn,trackdone,True,False,False,1769873006,False
2026-01-31T15:34:08Z,ios,23636,LT,78.56.209.202,Midlife Crisis,Faith No More,Angel Dust,spotify:track:3Ph7fws05DvPwpn5CQHTBy,,,,,,,,trackdone,fwdbtn,True,True,False,1769873494,False
2026-01-31T15:34:12Z,ios,3529,LT,78.56.209.202,One More Time,Daft Punk,Discovery,spotify:track:0DiWol3AO6WpXZgp0goxAV,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769873648,False
2026-01-31T15:34:13Z,ios,1231,LT,78.56.209.202,Suicide Blonde,INXS,X,spotify:track:3dISHe66tFlOKqmom5Qr2n,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769873652,False
2026-01-31T15:34:15Z,ios,1138,LT,78.56.209.202,Shut Up And Drive,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769873653,False
2026-01-31T16:10:56Z,ios,138455,LT,78.56.209.202,Do It For Her (feat. Zach Callison & Grace Rolek),Steven Universe,"Steven Universe, Vol. 1 (Original Soundtrack)",spotify:track:54bTrcQ1rMQn9qvP3UgyIF,,,,,,,,fwdbtn,trackdone,True,False,False,1769873655,False
2026-01-31T16:10:59Z,ios,4264,LT,78.56.209.202,San Pellegrino,DESH,San Pellegrino,spotify:track:4M3Oqe91k5iCHFSCfedIGB,,,,,,,,trackdone,fwdbtn,True,True,False,1769875389,False
2026-01-31T16:11:00Z,ios,604,LT,78.56.209.202,Reverie,Moonswell,Reverie,spotify:track:5Yz3itr8umraoDKZeDR5B2,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769875859,False
2026-01-31T16:11:01Z,ios,906,LT,78.56.209.202,PARADIGM,Avara,a softer place to land,spotify:track:22393doGGodPbxt4M9SBFI,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769875860,False
2026-01-31T17:26:23Z,ios,5480,LT,78.56.209.202,Copacabana (At the Copa),Barry Manilow,Dance Vault Mixes - Copacabana (At The Copa),spotify:track:5FMXrphygZ4z3gVDHGWxgl,,,,,,,,fwdbtn,unexpected-exit-while-paused,True,False,False,1769875861,False
2026-01-31T17:26:37Z,ios,3200,LT,78.56.209.202,Subwoofer Lullaby,C418,Minecraft - Volume Alpha,spotify:track:2hLRXbh7TwezpksciMibG1,,,,,,,,clickrow,endplay,False,True,False,1769880393,False
2026-01-31T17:26:39Z,ios,1579,LT,78.56.209.202,Aria Math,C418,Minecraft - Volume Beta,spotify:track:6VK8OMA2FhX4KoS3QCH7rL,,,,,,,,clickrow,endplay,False,True,False,1769880397,False
2026-01-31T17:26:41Z,ios,2197,LT,78.56.209.202,Minecraft,C418,Minecraft - Volume Alpha,spotify:track:4iXkhdO1s4x1aleZNowIJ0,,,,,,,,clickrow,endplay,False,True,False,1769880399,False
2026-01-31T17:26:43Z,ios,1835,LT,78.56.209.202,Sweden,C418,Minecraft - Volume Alpha,spotify:track:716HpbfSkMkU7TwQsJlhHT,,,,,,,,clickrow,endplay,False,True,False,1769880401,False
2026-01-31T17:26:46Z,ios,2475,LT,78.56.209.202,Mice on Venus,C418,Minecraft - Volume Alpha,spotify:track:1gXIOLjnh36fww7bdZ1NhK,,,,,,,,clickrow,endplay,False,True,False,1769880403,False
2026-01-31T17:26:49Z,ios,3285,LT,78.56.209.202,Wet Hands,C418,Minecraft - Volume Alpha,spotify:track:1MLZMrjfwiT5ll5vjIwwU7,,,,,,,,clickrow,endplay,False,True,False,1769880406,False
2026-01-31T17:26:51Z,ios,1408,LT,78.56.209.202,Moog City 2,C418,Minecraft - Volume Beta,spotify:track:4ZN7u9FmQa7Lp1TCafAgsn,,,,,,,,clickrow,endplay,False,True,False,1769880409,False
2026-01-31T17:26:53Z,ios,1707,LT,78.56.209.202,Moog City,C418,Minecraft - Volume Alpha,spotify:track:3wmvHdag2I7BpHCtWoiV9w,,,,,,,,clickrow,endplay,False,True,False,1769880411,False
2026-01-31T17:26:54Z,ios,1259,LT,78.56.209.202,Key,C418,Minecraft - Volume Alpha,spotify:track:2TQU6iZxD9UwUkA0fGgfsX,,,,,,,,clickrow,endplay,False,True,False,1769880413,False
2026-01-31T17:28:54Z,ios,120277,LT,78.56.209.202,Haggstrom,C418,Minecraft - Volume Alpha,spotify:track:0Ncumev5aG7HZHsKrgFYCq,,,,,,,,clickrow,backbtn,False,True,False,1769880414,False
2026-01-31T17:29:01Z,ios,6251,LT,78.56.209.202,Key,C418,Minecraft - Volume Alpha,spotify:track:2TQU6iZxD9UwUkA0fGgfsX,,,,,,,,backbtn,endplay,False,True,False,1769880534,False
2026-01-31T17:29:02Z,ios,811,LT,78.56.209.202,Subwoofer Lullaby,C418,Minecraft - Volume Alpha,spotify:track:2hLRXbh7TwezpksciMibG1,,,,,,,,clickrow,fwdbtn,True,True,False,1769880541,False
2026-01-31T17:29:08Z,ios,6549,LT,78.56.209.202,Floating Trees,C418,Minecraft - Volume Beta,spotify:track:4F514WgbuukoEW4LFPi1mp,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769880542,False
2026-01-31T17:29:11Z,ios,768,LT,78.56.209.202,Mutation,C418,Minecraft - Volume Beta,spotify:track:0tKGheuEeXHSDz55C35MpL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769880551,False
2026-01-31T17:29:11Z,ios,2176,LT,78.56.209.202,Beginning 2,C418,Minecraft - Volume Beta,spotify:track:1dYQgQT34Wm1pSMNeBoT0O,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769880548,False
2026-01-31T17:29:12Z,ios,704,LT,78.56.209.202,Aria Math,C418,Minecraft - Volume Beta,spotify:track:6VK8OMA2FhX4KoS3QCH7rL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1769880551,False
2026-01-31T17:29:14Z,ios,1344,LT,78.56.209.202,Axolotl,C418,Axolotl,spotify:track:0DDrhNi7QBhJkSK3lL9ghD,,,,,,,,fwdbtn,backbtn,True,True,False,1769880552,False
2026-01-31T17:34:36Z,ios,310000,LT,78.56.209.202,Aria Math,C418,Minecraft - Volume Beta,spotify:track:6VK8OMA2FhX4KoS3QCH7rL,,,,,,,,backbtn,trackdone,True,False,False,1769880554,False
2026-01-31T17:34:44Z,ios,9665,LT,78.56.209.202,Axolotl,C418,Axolotl,spotify:track:0DDrhNi7QBhJkSK3lL9ghD,,,,,,,,trackdone,fwdbtn,True,True,False,1769880873,False
2026-01-31T17:34:52Z,ios,7019,LT,78.56.209.202,Minecraft,C418,Minecraft - Volume Alpha,spotify:track:4iXkhdO1s4x1aleZNowIJ0,,,,,,,,fwdbtn,backbtn,True,True,False,1769880884,False
2026-01-31T17:34:52Z,ios,597,LT,78.56.209.202,Axolotl,C418,Axolotl,spotify:track:0DDrhNi7QBhJkSK3lL9ghD,,,,,,,,backbtn,backbtn,True,True,False,1769880892,False
2026-01-31T17:42:52Z,ios,310000,LT,78.56.209.202,Aria Math,C418,Minecraft - Volume Beta,spotify:track:6VK8OMA2FhX4KoS3QCH7rL,,,,,,,,backbtn,trackdone,True,False,False,1769880892,False
2026-01-31T17:45:43Z,ios,172375,LT,78.56.209.202,Axolotl,C418,Axolotl,spotify:track:0DDrhNi7QBhJkSK3lL9ghD,,,,,,,,trackdone,backbtn,True,True,False,1769881369,False
2026-01-31T17:51:20Z,ios,29867,LT,78.56.209.202,Aria Math,C418,Minecraft - Volume Beta,spotify:track:6VK8OMA2FhX4KoS3QCH7rL,,,,,,,,backbtn,endplay,True,True,False,1769881543,False
2026-01-31T18:09:43Z,ios,281500,LT,78.56.209.202,Mice on Venus,C418,Minecraft - Volume Alpha,spotify:track:1gXIOLjnh36fww7bdZ1NhK,,,,,,,,clickrow,trackdone,True,False,False,1769881880,False
2026-02-23T22:34:56Z,ios,198353,LT,78.56.209.202,Heavy,The Marías,CINEMA,spotify:track:1ShRHPAiiIrh0arZbSFmx1,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1771855158,False
2026-02-27T14:46:44Z,ios,85521,LT,78.56.209.202,Luxurious,Gwen Stefani,Love. Angel. Music. Baby.,spotify:track:3UQmoVQJqBYauTZLVPs3uo,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1772172192,False
2026-03-11T11:22:55Z,ios,56278,LT,78.56.209.202,Farmcore,Joost,Kleinkunst,spotify:track:6eWWXpjkeF62wUEkW41cLC,,,,,,,,appload,trackdone,True,False,False,1773178244,False
2026-03-11T11:55:41Z,ios,129234,LT,78.56.209.202,Farmcore,Joost,Kleinkunst,spotify:track:6eWWXpjkeF62wUEkW41cLC,,,,,,,,trackdone,endplay,True,True,False,1773228172,False
2026-03-11T11:55:44Z,ios,3344,LT,78.56.209.202,Too Fast,Sonder,Into,spotify:track:0QyJXG36Q3Kta662XS8GhY,,,,,,,,playbtn,endplay,True,True,False,1773230141,False
2026-03-11T11:55:47Z,ios,2670,LT,78.56.209.202,flutter,julie,flutter,spotify:track:5Pjvp4iXfHQRI9FfsFqbcA,,,,,,,,playbtn,fwdbtn,True,True,False,1773230144,False
2026-03-11T11:55:48Z,ios,906,LT,78.56.209.202,tower of memories,ivri,the theory of you,spotify:track:3KZTPBbTMFLNbfoQoxEpXn,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230147,False
2026-03-11T11:55:49Z,ios,766,LT,78.56.209.202,All I Need,Radiohead,In Rainbows,spotify:track:5Qv2Nby1xTr9pQyjkrc94J,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230148,False
2026-03-11T11:55:50Z,ios,789,LT,78.56.209.202,So What?,Jane Remover,♡,spotify:track:6NTCshSoJFNO35tFYZKiiY,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230149,False
2026-03-11T11:55:50Z,ios,650,LT,78.56.209.202,My Kind of Woman,Mac DeMarco,2,spotify:track:6jgkEbmQ2F2onEqsEhiliL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230150,False
2026-03-11T11:55:51Z,ios,836,LT,78.56.209.202,Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230150,False
2026-03-11T11:55:52Z,ios,557,LT,78.56.209.202,The Sweet Escape,Gwen Stefani,The Sweet Escape,spotify:track:07K4GcCDSTiXUF5ssyTRUM,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230151,False
2026-03-11T11:55:53Z,ios,743,LT,78.56.209.202,Nobody’s Son,Sabrina Carpenter,Man’s Best Friend,spotify:track:4SRShYMtFIGgnOU7iBicMH,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230152,False
2026-03-11T11:55:54Z,ios,720,LT,78.56.209.202,Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),spotify:track:45hOioMDJktr86iKDHC8gr,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230153,False
2026-03-11T11:55:55Z,ios,604,LT,78.56.209.202,Paint The Town Red,Doja Cat,Scarlet,spotify:track:56y1jOTK0XSvJzVv9vHQBK,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230154,False
2026-03-11T11:55:55Z,ios,697,LT,78.56.209.202,The Hills,The Weeknd,Beauty Behind The Madness,spotify:track:7fBv7CLKzipRk6EC6TWHOB,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230155,False
2026-03-11T11:55:57Z,ios,650,LT,78.56.209.202,Cry for Me,Magdalena Bay,Imaginal Disk,spotify:track:2RhHct6gGXSrZ1zHjovhRq,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230157,False
2026-03-11T11:55:57Z,ios,1022,LT,78.56.209.202,Gimme More,Britney Spears,Blackout,spotify:track:6ic8OlLUNEATToEFU3xmaH,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230155,False
2026-03-11T11:55:58Z,ios,650,LT,78.56.209.202,"Girl, so confusing",Charli xcx,BRAT,spotify:track:41krZZovstMJKeJZJtbL78,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230157,False
2026-03-11T11:55:59Z,ios,650,LT,78.56.209.202,Disease,Lady Gaga,MAYHEM,spotify:track:0T3Hw3kPj9T2E4UoaSXmfn,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230158,False
2026-03-11T11:55:59Z,ios,557,LT,78.56.209.202,venus fly trap,brakence,hypochondriac,spotify:track:25oJjxP1cVjghqjfwEVPG6,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230159,False
2026-03-11T11:56:01Z,ios,1068,LT,78.56.209.202,CUPID'S GIRL,MARINA,PRINCESS OF POWER,spotify:track:0LNefTzUzZxPEvB6AkcLS1,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230159,False
2026-03-11T11:56:02Z,ios,1068,LT,78.56.209.202,Taking What's Not Yours,TV Girl,Who Really Cares,spotify:track:53mChDyESfwn9Dz8poHRf6,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230161,False
2026-03-11T11:56:03Z,ios,1045,LT,78.56.209.202,complexity,Madison Beer,locket,spotify:track:7zyYU4vIzdgs4wNTOpwKfA,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230162,False
2026-03-11T11:56:05Z,ios,1045,LT,78.56.209.202,Music,underscores,Music,spotify:track:3hut1ozNEFwZ8W1rxATaH9,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230163,False
2026-03-11T11:56:06Z,ios,1486,LT,78.56.209.202,Internet Girl,KATSEYE,Internet Girl,spotify:track:3THVfoVD5kdCxPviVaCPi7,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230165,False
2026-03-11T11:56:08Z,ios,1277,LT,78.56.209.202,In the dark,venturing,In the dark,spotify:track:2LXrbR5g8YtHOwsUajVA3n,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230166,False
2026-03-11T11:56:25Z,ios,15279,LT,78.56.209.202,Nobody's Business,Rihanna,Unapologetic,spotify:track:6EAxaAk1eZx0aqqH4ff4rP,,,,,,,,fwdbtn,endplay,True,True,False,1773230168,False
2026-03-11T11:56:26Z,ios,1161,LT,78.56.209.202,Loose Cannon,Puzzle,X Hail,spotify:track:7Ff4n5xLCb6rDRuiox1Juw,,,,,,,,playbtn,fwdbtn,True,True,False,1773230185,False
2026-03-11T11:56:27Z,ios,650,LT,78.56.209.202,Fever,Buckshot,Fever,spotify:track:09xhawlPUifhftf8zuie7w,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230186,False
2026-03-11T11:56:27Z,ios,813,LT,78.56.209.202,100,Dean Blunt,BLACK METAL,spotify:track:784VjdNkpXhFV0RHquzsi2,,,,,,,,fwdbtn,fwdbtn,True,True,False,1773230187,False
