ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2024-01-08T02:41:56Z,ios,249280,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,clickrow,trackdone,False,False,False,1704681390,False
2024-01-08T02:45:36Z,ios,36986,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,trackdone,fwdbtn,False,True,False,1704681717,False
2024-01-08T02:45:41Z,ios,4527,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,fwdbtn,fwdbtn,False,True,False,1704681937,False
2024-01-08T02:45:44Z,ios,2136,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,fwdbtn,fwdbtn,False,True,False,1704681942,False
2024-01-08T02:51:55Z,ios,249280,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,fwdbtn,trackdone,False,False,False,1704681944,False
2024-01-08T02:55:43Z,ios,151251,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,trackdone,fwdbtn,False,True,False,1704682316,False
2024-01-08T03:05:00Z,ios,249280,LT,78.61.198.127,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,fwdbtn,trackdone,False,False,False,1704682544,False
2024-01-08T10:11:22Z,ios,208674,LT,84.15.185.83,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,trackdone,endplay,False,True,False,1704683100,False
2024-01-08T10:12:29Z,ios,38452,LT,84.15.185.83,Monster,Lady Gaga,The Fame Monster,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,,,,,,,,clickrow,endplay,False,True,False,1704708682,False
2024-01-08T10:12:30Z,ios,510,LT,84.15.185.83,Dried Flowers,Ado,Ado's Utattemita Album,spotify:track:4ybB34O2vsjSQRBIuWw3Cp,,,,,,,,playbtn,endplay,False,True,False,1704708750,False
2024-01-08T10:28:45Z,ios,11099,LT,84.15.185.83,Aishite Aishite Aishite,Ado,Ado's Utattemita Album,spotify:track:4gpvY7b9wHA9G1ZsMDu15b,,,,,,,,clickrow,fwdbtn,False,True,False,1704708751,False
2024-01-08T11:55:09Z,ios,32020,LT,84.15.185.83,Crime And Punishment,Ado,Ado's Utattemita Album,spotify:track:7r46PpiDGgW7cQwXMHS5lU,,,,,,,,fwdbtn,endplay,False,True,False,1704709726,False
2024-01-08T12:08:05Z,ios,237683,LT,84.15.185.83,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road,spotify:track:6dGnYIeXmHdcikdzNNDMm2,,,,,,,,clickrow,fwdbtn,False,True,False,1704714909,False
2024-01-08T12:20:12Z,ios,123678,LT,84.15.185.83,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road,spotify:track:6dGnYIeXmHdcikdzNNDMm2,,,,,,,,fwdbtn,logout,False,False,False,1704715686,False
2024-01-08T12:35:34Z,ios,69,LT,84.15.185.83,Dried Flowers,Ado,Ado's Utattemita Album,spotify:track:4ybB34O2vsjSQRBIuWw3Cp,,,,,,,,playbtn,endplay,False,True,False,1704717334,False
2024-01-08T12:35:35Z,ios,1068,LT,84.15.185.83,Aishite Aishite Aishite,Ado,Ado's Utattemita Album,spotify:track:4gpvY7b9wHA9G1ZsMDu15b,,,,,,,,clickrow,endplay,False,True,False,1704717335,False
2024-01-08T12:36:53Z,ios,9798,LT,84.15.185.83,God-ish,Ado,Ado's Utattemita Album,spotify:track:17hYqocEK8xnY858FXd8uI,,,,,,,,clickrow,endplay,False,True,False,1704717336,False
2024-01-08T12:41:07Z,ios,204293,LT,84.15.185.83,My Name Is Jonas,Weezer,Weezer,spotify:track:4nzyOwogJuWn1s6QuGFZ6w,,,,,,,,playbtn,trackdone,False,False,False,1704717414,False
2024-01-17T19:02:40Z,ios,185163,LT,78.61.198.127,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,trackdone,True,False,False,1705517976,False
2024-01-17T19:10:50Z,ios,185163,LT,78.61.198.127,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,trackdone,True,False,False,1705518161,False
2024-01-17T19:13:56Z,ios,185163,LT,78.61.198.127,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,trackdone,True,False,False,1705518651,False
2024-01-17T19:17:16Z,ios,185163,LT,78.61.198.127,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,trackdone,True,False,False,1705518837,False
2024-01-17T19:20:22Z,ios,185163,LT,78.61.198.127,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,trackdone,True,False,False,1705519037,False
2024-01-17T19:23:38Z,ios,185163,LT,78.61.198.127,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,trackdone,True,False,False,1705519223,False
2024-01-17T19:26:02Z,ios,86658,LT,84.15.181.189,2004,smileysqueak,Liminal Space Deluxe,spotify:track:34zddKKfolxJU67anXLoj5,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1705519418,False
2024-01-18T11:26:48Z,ios,27562,LT,84.15.181.189,Aishite Aishite Aishite,Ado,Ado's Utattemita Album,spotify:track:4gpvY7b9wHA9G1ZsMDu15b,,,,,,,,clickrow,endplay,False,True,False,1705577138,False
2024-01-18T14:18:47Z,ios,23024,LT,78.61.198.127,Liquid Smooth,Mitski,Lush,spotify:track:3XCveEutwTaDiekRkkfdp9,,,,,,,,clickrow,fwdbtn,False,True,False,1705577209,False
2024-01-18T14:23:32Z,ios,116692,LT,78.61.198.127,Liquid Smooth,Mitski,Lush,spotify:track:3XCveEutwTaDiekRkkfdp9,,,,,,,,appload,trackdone,False,False,False,1705587579,False
2024-01-18T14:26:23Z,ios,169773,LT,78.61.198.127,Liquid Smooth,Mitski,Lush,spotify:track:3XCveEutwTaDiekRkkfdp9,,,,,,,,trackdone,trackdone,False,False,False,1705587813,False
2024-01-18T14:31:21Z,ios,169773,LT,78.61.198.127,Liquid Smooth,Mitski,Lush,spotify:track:3XCveEutwTaDiekRkkfdp9,,,,,,,,trackdone,trackdone,False,False,False,1705587983,False
2024-01-18T14:34:11Z,ios,169773,LT,78.61.198.127,Liquid Smooth,Mitski,Lush,spotify:track:3XCveEutwTaDiekRkkfdp9,,,,,,,,trackdone,trackdone,False,False,False,1705588281,False
2024-01-18T14:57:33Z,ios,87824,LT,78.61.198.127,Liquid Smooth,Mitski,Lush,spotify:track:3XCveEutwTaDiekRkkfdp9,,,,,,,,trackdone,endplay,False,True,False,1705588452,False
2024-01-18T14:57:50Z,ios,15046,LT,78.61.198.127,Se mettre sur son trente-et-un !,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:1193qECKuBt1IshFEibWJ2,,,,,,,,clickrow,endplay,False,True,False,1705589854,False
2024-01-18T14:57:55Z,ios,5108,LT,78.61.198.127,Chantons a plusieurs,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:5UzSQh18urU7emnyIHYXHv,,,,,,,,clickrow,endplay,False,True,False,1705589870,False
2024-01-18T14:57:58Z,ios,3111,LT,78.61.198.127,Veritas Numquam Perit,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:3OoA65lzDd85dOGUWQal8Q,,,,,,,,clickrow,endplay,False,True,False,1705589876,False
2024-01-18T14:58:02Z,ios,3181,LT,78.61.198.127,Nippy Bout,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:3JNSadS2THKFBNxKO5M2xo,,,,,,,,clickrow,endplay,False,True,False,1705589879,False
2024-01-18T14:58:05Z,ios,3157,LT,78.61.198.127,Parousia Diluvi,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:6ZzQjmSvIa0cmKbJ0t1mEV,,,,,,,,clickrow,endplay,False,True,False,1705589883,False
2024-01-18T14:58:11Z,ios,4876,LT,78.61.198.127,Sonnet of Profundity,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:0JKz8h38EgTgFZ1WiVHSr7,,,,,,,,clickrow,endplay,False,True,False,1705589886,False
2024-01-18T14:58:14Z,ios,2832,LT,78.61.198.127,Eleusis Dicis Gratia,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:7cc2h0MHjkjzSuADe8T5XH,,,,,,,,clickrow,endplay,False,True,False,1705589892,False
2024-01-18T14:58:17Z,ios,2809,LT,78.61.198.127,Frigid Reverie,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:3clOKIeRHi5EjrNs4wACfl,,,,,,,,clickrow,endplay,False,True,False,1705589895,False
2024-01-18T14:58:21Z,ios,2739,LT,78.61.198.127,Chasing the Wind,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:6ycCtGalMnHQLvHjFNRNvF,,,,,,,,clickrow,endplay,False,True,False,1705589898,False
2024-01-18T14:58:24Z,ios,2461,LT,78.61.198.127,Lustrous Trick,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:1S96TS725xQTaChC9ELfBF,,,,,,,,clickrow,endplay,False,True,False,1705589902,False
2024-01-18T14:58:26Z,ios,2066,LT,78.61.198.127,Illusory Truth,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:0e327OELwoeDp9WKYBwhDp,,,,,,,,clickrow,endplay,False,True,False,1705589905,False
2024-01-18T14:58:29Z,ios,2809,LT,78.61.198.127,Resplendent Couture,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:5pOXgb03vJIYrzyEgJzujL,,,,,,,,clickrow,endplay,False,True,False,1705589907,False
2024-01-18T14:58:32Z,ios,859,LT,78.61.198.127,Cat's Cosy Course,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:42kyS0BwOIbkFmPY2nHFOb,,,,,,,,clickrow,endplay,False,True,False,1705589910,False
2024-01-18T14:58:37Z,ios,185,LT,78.61.198.127,Empyrean Stairway,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:2Peu3BrDdDZFG8vdMkuHr3,,,,,,,,clickrow,endplay,False,True,False,1705589918,False
2024-01-18T14:58:37Z,ios,2345,LT,78.61.198.127,In the Wake of Rain,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:1TTXPYwve99Kl5ZHRepLaI,,,,,,,,clickrow,endplay,False,True,False,1705589914,False
2024-01-18T14:58:38Z,ios,0,LT,78.61.198.127,Whisper of Verdure,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:0HK8qDIBYwIkWYg7hv1JBr,,,,,,,,clickrow,endplay,False,True,False,1705589918,False
2024-01-18T14:58:41Z,ios,2229,LT,78.61.198.127,Whisper of Verdure,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:0HK8qDIBYwIkWYg7hv1JBr,,,,,,,,clickrow,endplay,False,True,False,1705589919,False
2024-01-18T14:58:43Z,ios,2577,LT,78.61.198.127,Empyrean Stairway,HOYO-MiX,"Genshin Impact - The Stellar Moments, Vol. 4",spotify:track:2Peu3BrDdDZFG8vdMkuHr3,,,,,,,,clickrow,endplay,False,True,False,1705589922,False
